TrialID,SubjID,block,btrial,tord,RT,Selection
2576,22,14,1,56,6869,0
2577,22,14,2,57,4587,0
2578,22,14,3,58,2334,0
2579,22,14,4,59,4096,0
2580,22,14,5,60,4246,0
2581,22,3,1,61,8061,1
2582,22,3,2,62,5268,0
2583,22,3,3,63,3084,1
2584,22,3,4,64,5478,0
2585,22,3,5,65,6509,0
2586,22,17,1,66,4176,0
2587,22,17,2,67,5548,1
2588,22,17,3,68,2303,1
2589,22,17,4,69,2173,1
2590,22,17,5,70,2414,0
2591,22,12,1,71,6810,1
2592,22,12,2,72,4357,1
2593,22,12,3,73,1912,1
2594,22,12,4,74,2153,1
2595,22,12,5,75,6409,0
2596,22,9,1,76,6470,0
2597,22,9,2,77,8572,1
2598,22,9,3,78,2563,0
2599,22,9,4,79,2374,0
2600,22,9,5,80,8292,1
2601,22,5,1,81,10355,1
2602,22,5,2,82,6670,1
2603,22,5,3,83,2313,0
2604,22,5,4,84,2935,1
2605,22,5,5,85,7340,1
2606,22,8,1,86,4356,1
2607,22,8,2,87,6340,0
2608,22,8,3,88,1883,1
2609,22,8,4,89,1873,1
2610,22,8,5,90,8793,0
2611,22,19,1,91,6560,1
2612,22,19,2,92,8512,1
2613,22,19,3,93,2053,0
2614,22,19,4,94,4396,0
2615,22,19,5,95,5257,0
2616,22,13,1,96,5909,1
2617,22,13,2,97,6049,1
2618,22,13,3,98,2193,1
2619,22,13,4,99,3585,1
2620,22,13,5,100,3505,1
2621,22,11,1,101,5528,1
2622,22,11,2,102,9123,1
2623,22,11,3,103,2393,0
2624,22,11,4,104,2143,1
2625,22,11,5,105,8432,0
2626,22,1,1,106,5598,1
2627,22,1,2,107,5077,1
2628,22,1,3,108,1712,0
2629,22,1,4,109,2213,1
2630,22,1,5,110,5898,0
2631,22,24,1,111,7130,0
2632,22,24,2,112,3315,0
2633,22,24,3,113,1442,0
2634,22,24,4,114,3865,0
2635,22,24,5,115,3615,1
2636,22,23,1,116,4306,1
2637,22,23,2,117,6259,0
2638,22,23,3,118,1632,0
2639,22,23,4,119,1973,0
2640,22,23,5,120,4737,0
2641,23,1,1,1,7501,1
2642,23,1,2,2,5919,1
2643,23,1,3,3,4426,0
2644,23,1,4,4,3655,1
2645,23,1,5,5,7451,0
2646,23,17,1,6,4457,0
2647,23,17,2,7,5969,1
2648,23,17,3,8,4277,1
2649,23,17,4,9,2443,1
2650,23,17,5,10,3084,0
2651,23,2,1,11,4997,1
2652,23,2,2,12,5608,0
2653,23,2,3,13,2664,0
2654,23,2,4,14,2885,0
2655,23,2,5,15,7832,1
2656,23,7,1,16,10635,1
2657,23,7,2,17,5568,1
2658,23,7,3,18,2373,1
2659,23,7,4,19,3656,0
2660,23,7,5,20,8593,0
2661,23,13,1,21,5208,1
2662,23,13,2,22,5408,1
2663,23,13,3,23,2364,1
2664,23,13,4,24,3224,1
2665,23,13,5,25,3465,1
2666,23,10,1,26,5819,0
2667,23,10,2,27,3905,0
2668,23,10,3,28,2754,1
2669,23,10,4,29,2423,1
2670,23,10,5,30,7491,0
2671,23,14,1,31,6229,0
2672,23,14,2,32,9183,0
2673,23,14,3,33,2554,0
2674,23,14,4,34,3675,0
2675,23,14,5,35,5898,0
2676,23,5,1,36,4546,1
2677,23,5,2,37,4456,1
2678,23,5,3,38,2564,0
2679,23,5,4,39,2303,1
2680,23,5,5,40,7141,1
2681,23,4,1,41,3696,0
2682,23,4,2,42,7141,0
2683,23,4,3,43,4507,1
2684,23,4,4,44,2093,0
2685,23,4,5,45,7671,1
2686,23,24,1,46,7070,0
2687,23,24,2,47,3424,0
2688,23,24,3,48,1532,0
2689,23,24,4,49,4106,0
2690,23,24,5,50,3625,1
2691,23,18,1,51,5708,1
2692,23,18,2,52,4086,1
2693,23,18,3,53,2183,0
2694,23,18,4,54,3596,1
2695,23,18,5,55,3785,0
2696,23,6,1,56,4337,0
2697,23,6,2,57,6519,1
2698,23,6,3,58,1572,1
2699,23,6,4,59,1923,1
2700,23,6,5,60,6349,0
2701,23,16,1,61,10505,0
2702,23,16,2,62,3385,1
2703,23,16,3,63,2043,1
2704,23,16,4,64,2674,1
2705,23,16,5,65,3526,1
2706,23,19,1,66,6670,1
2707,23,19,2,67,8052,0
2708,23,19,3,68,2263,0
2709,23,19,4,69,4637,0
2710,23,19,5,70,4627,0
2711,23,8,1,71,3044,1
2712,23,8,2,72,5218,0
2713,23,8,3,73,2053,1
2714,23,8,4,74,1912,1
2715,23,8,5,75,10525,0
2716,23,3,1,76,11035,1
2717,23,3,2,77,4106,0
2718,23,3,3,78,1652,1
2719,23,3,4,79,3045,0
2720,23,3,5,80,6820,0
2721,23,9,1,81,4256,0
2722,23,9,2,82,5118,1
2723,23,9,3,83,2163,0
2724,23,9,4,84,1912,0
2725,23,9,5,85,7641,1
2726,23,21,1,86,14861,0
2727,23,21,2,87,7531,1
2728,23,21,3,88,1923,1
2729,23,21,4,89,3826,0
2730,23,21,5,90,4196,1
2731,23,12,1,91,4617,1
2732,23,12,2,92,4466,1
2733,23,12,3,93,2413,1
2734,23,12,4,94,1733,1
2735,23,12,5,95,6439,0
2736,23,23,1,96,4337,1
2737,23,23,2,97,7170,0
2738,23,23,3,98,1852,0
2739,23,23,4,99,2254,0
2740,23,23,5,100,4716,0
2741,23,15,1,101,6259,1
2742,23,15,2,102,3715,1
2743,23,15,3,103,1713,0
2744,23,15,4,104,2544,0
2745,23,15,5,105,3705,0
2746,23,22,1,106,4667,0
2747,23,22,2,107,4486,0
2748,23,22,3,108,2113,0
2749,23,22,4,109,3295,1
2750,23,22,5,110,3395,0
2751,23,11,1,111,6820,1
2752,23,11,2,112,4797,1
2753,23,11,3,113,2263,0
2754,23,11,4,114,4306,1
2755,23,11,5,115,7882,0
2756,23,20,1,116,6059,0
2757,23,20,2,117,4206,0
2758,23,20,3,118,2353,0
2759,23,20,4,119,3034,0
2760,23,20,5,120,2894,1
2761,24,21,1,1,12108,0
2762,24,21,2,2,8342,1
2763,24,21,3,3,4436,1
2764,24,21,4,4,6589,0
2765,24,21,5,5,4266,1
2766,24,16,1,6,4606,1
2767,24,16,2,7,3865,1
2768,24,16,3,8,2373,1
2769,24,16,4,9,3105,1
2770,24,16,5,10,3795,1
2771,24,10,1,11,4677,0
2772,24,10,2,12,3415,0
2773,24,10,3,13,2033,1
2774,24,10,4,14,2323,1
2775,24,10,5,15,11346,0
2776,24,4,1,16,5518,0
2777,24,4,2,17,7781,0
2778,24,4,3,18,2374,1
2779,24,4,4,19,2244,0
2780,24,4,5,20,7090,1
2781,24,22,1,21,4987,0
2782,24,22,2,22,4126,0
2783,24,22,3,23,1862,0
2784,24,22,4,24,2394,1
2785,24,22,5,25,3505,0
2786,24,6,1,26,4216,0
2787,24,6,2,27,3015,1
2788,24,6,3,28,1983,1
2789,24,6,4,29,1993,1
2790,24,6,5,30,6439,0
2791,24,20,1,31,6810,0
2792,24,20,2,32,6319,0
2793,24,20,3,33,3055,0
2794,24,20,4,34,3305,0
2795,24,20,5,35,5077,1
2796,24,1,1,36,5478,1
2797,24,1,2,37,4496,1
2798,24,1,3,38,1842,0
2799,24,1,4,39,2263,1
2800,24,1,5,40,6229,0
2801,24,19,1,41,6439,1
2802,24,19,2,42,7982,0
2803,24,19,3,43,1762,0
2804,24,19,4,44,4396,0
2805,24,19,5,45,4427,0
2806,24,23,1,46,4316,1
2807,24,23,2,47,3986,0
2808,24,23,3,48,2013,0
2809,24,23,4,49,1712,0
2810,24,23,5,50,3796,0
2811,24,9,1,51,6580,0
2812,24,9,2,52,8632,1
2813,24,9,3,53,2183,0
2814,24,9,4,54,1623,0
2815,24,9,5,55,11156,1
2816,24,18,1,56,5869,1
2817,24,18,2,57,3836,1
2818,24,18,3,58,2564,0
2819,24,18,4,59,2824,1
2820,24,18,5,60,3845,0
2821,24,2,1,61,6219,1
2822,24,2,2,62,4046,0
2823,24,2,3,63,2995,0
2824,24,2,4,64,1742,0
2825,24,2,5,65,6549,1
2826,24,7,1,66,6690,1
2827,24,7,2,67,4507,1
2828,24,7,3,68,1973,1
2829,24,7,4,69,2133,0
2830,24,7,5,70,7030,0
2831,24,15,1,71,5518,1
2832,24,15,2,72,3605,1
2833,24,15,3,73,2133,0
2834,24,15,4,74,2383,0
2835,24,15,5,75,3345,0
2836,24,14,1,76,5498,0
2837,24,14,2,77,3455,1
2838,24,14,3,78,2223,1
2839,24,14,4,79,3715,0
2840,24,14,5,80,4026,1
2841,24,11,1,81,5477,1
2842,24,11,2,82,10034,1
2843,24,11,3,83,2464,0
2844,24,11,4,84,2083,1
2845,24,11,5,85,7270,0
2846,24,13,1,86,4717,1
2847,24,13,2,87,4667,1
2848,24,13,3,88,1953,1
2849,24,13,4,89,1812,1
2850,24,13,5,90,4006,1
2851,24,3,1,91,4617,1
2852,24,3,2,92,3555,1
2853,24,3,3,93,2804,1
2854,24,3,4,94,2984,0
2855,24,3,5,95,6489,0
2856,24,17,1,96,4136,0
2857,24,17,2,97,3946,1
2858,24,17,3,98,2523,1
2859,24,17,4,99,1742,1
2860,24,17,5,100,1913,0
2861,24,12,1,101,6780,1
2862,24,12,2,102,3095,1
2863,24,12,3,103,1582,1
2864,24,12,4,104,1662,1
2865,24,12,5,105,6449,0
2866,24,8,1,106,4427,1
2867,24,8,2,107,3455,0
2868,24,8,3,108,1552,1
2869,24,8,4,109,1562,1
2870,24,8,5,110,7581,0
2871,24,24,1,111,7090,0
2872,24,24,2,112,3415,0
2873,24,24,3,113,1533,0
2874,24,24,4,114,2033,0
2875,24,24,5,115,3736,1
2876,24,5,1,116,10665,1
2877,24,5,2,117,8111,1
2878,24,5,3,118,1683,0
2879,24,5,4,119,2133,1
2880,24,5,5,120,7431,1
2881,25,8,1,1,2964,1
2882,25,8,2,2,2824,0
2883,25,8,3,3,5197,1
2884,25,8,4,4,2684,1
2885,25,8,5,5,8913,0
2886,25,19,1,6,8062,1
2887,25,19,2,7,9554,0
2888,25,19,3,8,3595,0
2889,25,19,4,9,5648,0
2890,25,19,5,10,6039,0
2891,25,11,1,11,8362,1
2892,25,11,2,12,4827,1
2893,25,11,3,13,3395,0
2894,25,11,4,14,4026,1
2895,25,11,5,15,7491,0
2896,25,15,1,16,6710,1
2897,25,15,2,17,3195,1
2898,25,15,3,18,1792,0
2899,25,15,4,19,2764,0
2900,25,15,5,20,3545,0
2901,25,14,1,21,8081,0
2902,25,14,2,22,4987,0
2903,25,14,3,23,3716,0
2904,25,14,4,24,3845,0
2905,25,14,5,25,4016,0
2906,25,12,1,26,6900,1
2907,25,12,2,27,3665,1
2908,25,12,3,28,2664,1
2909,25,12,4,29,1913,1
2910,25,12,5,30,6720,0
2911,25,6,1,31,6390,0
2912,25,6,2,32,7521,1
2913,25,6,3,33,1602,1
2914,25,6,4,34,1822,1
2915,25,6,5,35,6389,0
2916,25,20,1,36,6259,0
2917,25,20,2,37,6600,0
2918,25,20,3,38,3656,0
2919,25,20,4,39,2594,0
2920,25,20,5,40,7481,1
2921,25,10,1,41,8291,0
2922,25,10,2,42,4326,0
2923,25,10,3,43,2754,1
2924,25,10,4,44,2033,1
2925,25,10,5,45,8292,0
2926,25,21,1,46,7942,0
2927,25,21,2,47,7591,1
2928,25,21,3,48,1442,1
2929,25,21,4,49,4987,0
2930,25,21,5,50,3375,1
2931,25,18,1,51,4417,1
2932,25,18,2,52,3365,1
2933,25,18,3,53,2003,0
2934,25,18,4,54,3044,1
2935,25,18,5,55,3635,0
2936,25,1,1,56,4236,1
2937,25,1,2,57,4927,1
2938,25,1,3,58,2614,0
2939,25,1,4,59,2373,1
2940,25,1,5,60,6139,0
2941,25,17,1,61,5328,0
2942,25,17,2,62,3655,1
2943,25,17,3,63,2313,1
2944,25,17,4,64,1702,1
2945,25,17,5,65,2143,0
2946,25,16,1,66,4657,1
2947,25,16,2,67,8762,1
2948,25,16,3,68,3134,1
2949,25,16,4,69,3284,1
2950,25,16,5,70,3715,1
2951,25,23,1,71,4347,1
2952,25,23,2,72,3705,0
2953,25,23,3,73,1722,0
2954,25,23,4,74,1943,0
2955,25,23,5,75,3905,0
2956,25,9,1,76,4326,0
2957,25,9,2,77,4988,1
2958,25,9,3,78,2033,0
2959,25,9,4,79,1843,0
2960,25,9,5,80,7090,1
2961,25,24,1,81,7311,0
2962,25,24,2,82,3515,0
2963,25,24,3,83,1112,0
2964,25,24,4,84,3395,0
2965,25,24,5,85,3816,1
2966,25,13,1,86,5709,1
2967,25,13,2,87,5809,1
2968,25,13,3,88,1862,1
2969,25,13,4,89,2404,1
2970,25,13,5,90,3475,1
2971,25,4,1,91,2874,0
2972,25,4,2,92,7200,0
2973,25,4,3,93,4246,1
2974,25,4,4,94,2093,0
2975,25,4,5,95,6600,1
2976,25,22,1,96,4707,0
2977,25,22,2,97,3995,0
2978,25,22,3,98,1823,0
2979,25,22,4,99,2764,1
2980,25,22,5,100,2964,0
2981,25,7,1,101,13440,1
2982,25,7,2,102,5738,1
2983,25,7,3,103,2483,1
2984,25,7,4,104,3645,0
2985,25,7,5,105,8692,0
2986,25,3,1,106,7921,1
2987,25,3,2,107,3946,0
2988,25,3,3,108,1443,1
2989,25,3,4,109,2584,0
2990,25,3,5,110,6689,0
2991,25,2,1,111,8242,1
2992,25,2,2,112,5117,0
2993,25,2,3,113,2343,0
2994,25,2,4,114,2384,0
2995,25,2,5,115,8042,1
2996,25,5,1,116,4085,1
2997,25,5,2,117,4026,1
2998,25,5,3,118,2463,0
2999,25,5,4,119,1873,1
3000,25,5,5,120,6820,1
3001,26,18,1,1,6349,1
3002,26,18,2,2,4246,1
3003,26,18,3,3,6028,0
3004,26,18,4,4,3886,1
3005,26,18,5,5,5708,0
3006,26,20,1,6,6249,0
3007,26,20,2,7,3696,0
3008,26,20,3,8,3125,0
3009,26,20,4,9,3786,0
3010,26,20,5,10,2724,1
3011,26,6,1,11,3896,0
3012,26,6,2,12,3024,1
3013,26,6,3,13,2343,1
3014,26,6,4,14,2493,1
3015,26,6,5,15,6349,0
3016,26,19,1,16,6329,1
3017,26,19,2,17,7951,0
3018,26,19,3,18,2043,0
3019,26,19,4,19,4477,0
3020,26,19,5,20,4416,0
3021,26,17,1,21,3806,0
3022,26,17,2,22,6198,1
3023,26,17,3,23,2413,1
3024,26,17,4,24,2083,1
3025,26,17,5,25,2113,0
3026,26,22,1,26,4687,0
3027,26,22,2,27,3926,0
3028,26,22,3,28,1892,0
3029,26,22,4,29,3225,1
3030,26,22,5,30,3155,0
3031,26,7,1,31,7300,1
3032,26,7,2,32,4957,1
3033,26,7,3,33,2734,1
3034,26,7,4,34,2864,0
3035,26,7,5,35,8262,0
3036,26,21,1,36,6759,0
3037,26,21,2,37,7571,1
3038,26,21,3,38,1412,1
3039,26,21,4,39,3795,0
3040,26,21,5,40,4476,1
3041,26,24,1,41,6469,0
3042,26,24,2,42,3065,0
3043,26,24,3,43,1202,0
3044,26,24,4,44,5999,1
3045,26,24,5,45,3645,1
3046,26,1,1,46,5859,1
3047,26,1,2,47,5558,1
3048,26,1,3,48,1692,0
3049,26,1,4,49,2474,1
3050,26,1,5,50,6469,0
3051,26,13,1,51,5137,1
3052,26,13,2,52,4317,1
3053,26,13,3,53,2483,1
3054,26,13,4,54,3726,1
3055,26,13,5,55,4146,1
3056,26,5,1,56,11026,1
3057,26,5,2,57,6249,1
3058,26,5,3,58,1913,0
3059,26,5,4,59,3375,1
3060,26,5,5,60,8442,0
3061,26,14,1,61,5448,0
3062,26,14,2,62,4967,0
3063,26,14,3,63,2093,0
3064,26,14,4,64,4066,0
3065,26,14,5,65,3976,0
3066,26,8,1,66,5077,1
3067,26,8,2,67,3225,0
3068,26,8,3,68,2293,1
3069,26,8,4,69,2003,1
3070,26,8,5,70,7391,0
3071,26,23,1,71,4136,1
3072,26,23,2,72,7041,0
3073,26,23,3,73,1572,0
3074,26,23,4,74,2023,0
3075,26,23,5,75,4867,0
3076,26,2,1,76,5839,1
3077,26,2,2,77,4867,0
3078,26,2,3,78,2163,0
3079,26,2,4,79,1963,0
3080,26,2,5,80,6940,1
3081,26,15,1,81,4887,1
3082,26,15,2,82,2904,1
3083,26,15,3,83,1462,0
3084,26,15,4,84,2554,0
3085,26,15,5,85,3545,0
3086,26,9,1,86,6088,0
3087,26,9,2,87,6579,1
3088,26,9,3,88,2433,0
3089,26,9,4,89,2294,0
3090,26,9,5,90,8732,1
3091,26,11,1,91,5328,1
3092,26,11,2,92,9113,1
3093,26,11,3,93,2414,0
3094,26,11,4,94,2354,1
3095,26,11,5,95,8231,0
3096,26,3,1,96,4547,1
3097,26,3,2,97,4827,0
3098,26,3,3,98,2864,1
3099,26,3,4,99,4276,0
3100,26,3,5,100,6840,0
3101,26,10,1,101,4186,0
3102,26,10,2,102,3465,0
3103,26,10,3,103,1612,1
3104,26,10,4,104,2323,1
3105,26,10,5,105,10735,0
3106,26,16,1,106,4307,1
3107,26,16,2,107,4046,1
3108,26,16,3,108,1592,1
3109,26,16,4,109,2554,1
3110,26,16,5,110,3786,1
3111,26,12,1,111,5127,1
3112,26,12,2,112,3565,1
3113,26,12,3,113,2855,1
3114,26,12,4,114,2163,1
3115,26,12,5,115,6279,0
3116,26,4,1,116,5117,0
3117,26,4,2,117,7180,0
3118,26,4,3,118,2543,1
3119,26,4,4,119,2203,0
3120,26,4,5,120,7100,1
3121,27,11,1,1,7611,1
3122,27,11,2,2,4777,0
3123,27,11,3,3,2654,1
3124,27,11,4,4,4476,1
3125,27,11,5,5,11547,1
3126,27,12,1,6,5468,1
3127,27,12,2,7,5037,1
3128,27,12,3,8,2603,1
3129,27,12,4,9,2273,1
3130,27,12,5,10,6539,0
3131,27,15,1,11,6539,1
3132,27,15,2,12,3815,1
3133,27,15,3,13,2453,0
3134,27,15,4,14,2123,0
3135,27,15,5,15,3685,0
3136,27,4,1,16,2905,0
3137,27,4,2,17,7671,0
3138,27,4,3,18,5137,1
3139,27,4,4,19,3115,0
3140,27,4,5,20,7771,1
3141,27,1,1,21,4716,1
3142,27,1,2,22,5468,1
3143,27,1,3,23,2914,0
3144,27,1,4,24,2774,1
3145,27,1,5,25,7431,0
3146,27,9,1,26,5188,0
3147,27,9,2,27,7030,1
3148,27,9,3,28,2744,0
3149,27,9,4,29,2123,0
3150,27,9,5,30,8592,1
3151,27,16,1,31,7110,0
3152,27,16,2,32,4056,0
3153,27,16,3,33,2414,1
3154,27,16,4,34,3254,1
3155,27,16,5,35,4316,1
3156,27,6,1,36,7161,0
3157,27,6,2,37,6749,1
3158,27,6,3,38,1873,1
3159,27,6,4,39,2253,1
3160,27,6,5,40,7070,0
3161,27,3,1,41,9894,1
3162,27,3,2,42,5659,0
3163,27,3,3,43,1713,1
3164,27,3,4,44,2954,0
3165,27,3,5,45,7901,0
3166,27,2,1,46,5658,1
3167,27,2,2,47,5598,0
3168,27,2,3,48,2744,0
3169,27,2,4,49,2684,0
3170,27,2,5,50,8532,1
3171,27,19,1,51,6149,1
3172,27,19,2,52,8542,0
3173,27,19,3,53,2454,0
3174,27,19,4,54,5088,0
3175,27,19,5,55,4997,0
3176,27,18,1,56,6560,1
3177,27,18,2,57,4467,1
3178,27,18,3,58,3435,0
3179,27,18,4,59,3825,1
3180,27,18,5,60,4897,0
3181,27,24,1,61,10906,0
3182,27,24,2,62,3795,0
3183,27,24,3,63,2633,0
3184,27,24,4,64,6028,0
3185,27,24,5,65,3906,1
3186,27,14,1,66,6640,0
3187,27,14,2,67,9955,0
3188,27,14,3,68,2744,0
3189,27,14,4,69,4145,0
3190,27,14,5,70,4907,0
3191,27,8,1,71,3826,1
3192,27,8,2,72,4236,0
3193,27,8,3,73,2173,1
3194,27,8,4,74,2233,1
3195,27,8,5,75,9204,1
3196,27,10,1,76,6860,0
3197,27,10,2,77,3936,0
3198,27,10,3,78,3045,1
3199,27,10,4,79,2494,1
3200,27,10,5,80,11877,0
3201,27,23,1,81,4717,1
3202,27,23,2,82,7782,0
3203,27,23,3,83,2263,0
3204,27,23,4,84,2534,0
3205,27,23,5,85,4607,0
3206,27,17,1,86,4337,0
3207,27,17,2,87,5248,1
3208,27,17,3,88,2404,1
3209,27,17,4,89,2173,1
3210,27,17,5,90,2483,0
3211,27,20,1,91,6780,0
3212,27,20,2,92,7130,0
3213,27,20,3,93,2714,0
3214,27,20,4,94,3485,0
3215,27,20,5,95,4457,1
3216,27,7,1,96,12828,1
3217,27,7,2,97,6039,1
3218,27,7,3,98,2814,1
3219,27,7,4,99,4116,0
3220,27,7,5,100,8552,0
3221,27,5,1,101,8663,1
3222,27,5,2,102,5828,1
3223,27,5,3,103,2724,0
3224,27,5,4,104,2944,1
3225,27,5,5,105,7702,1
3226,27,22,1,106,6139,0
3227,27,22,2,107,5268,0
3228,27,22,3,108,2073,0
3229,27,22,4,109,3185,1
3230,27,22,5,110,3335,0
3231,27,13,1,111,6009,1
3232,27,13,2,112,9013,1
3233,27,13,3,113,2934,1
3234,27,13,4,114,4306,1
3235,27,13,5,115,4216,1
3236,27,21,1,116,19478,0
3237,27,21,2,117,7852,1
3238,27,21,3,118,1893,1
3239,27,21,4,119,4587,0
3240,27,21,5,120,5067,1
3241,28,9,1,1,6750,0
3242,28,9,2,2,6599,1
3243,28,9,3,3,3014,0
3244,28,9,4,4,2524,0
3245,28,9,5,5,7491,1
3246,28,18,1,6,6940,1
3247,28,18,2,7,4016,1
3248,28,18,3,8,2203,0
3249,28,18,4,9,3094,1
3250,28,18,5,10,3284,0
3251,28,20,1,11,7091,0
3252,28,20,2,12,4647,0
3253,28,20,3,13,2414,0
3254,28,20,4,14,3365,0
3255,28,20,5,15,2664,1
3256,28,21,1,16,6679,0
3257,28,21,2,17,7761,1
3258,28,21,3,18,1713,1
3259,28,21,4,19,4887,0
3260,28,21,5,20,3795,1
3261,28,14,1,21,7411,1
3262,28,14,2,22,4457,0
3263,28,14,3,23,2144,0
3264,28,14,4,24,3054,0
3265,28,14,5,25,3926,0
3266,28,22,1,26,5257,0
3267,28,22,2,27,3965,0
3268,28,22,3,28,1843,0
3269,28,22,4,29,2794,1
3270,28,22,5,30,3255,0
3271,28,3,1,31,4336,1
3272,28,3,2,32,4166,0
3273,28,3,3,33,2404,1
3274,28,3,4,34,2454,0
3275,28,3,5,35,7181,0
3276,28,2,1,36,5298,1
3277,28,2,2,37,3686,0
3278,28,2,3,38,2214,0
3279,28,2,4,39,2223,0
3280,28,2,5,40,7150,1
3281,28,17,1,41,3756,0
3282,28,17,2,42,3935,1
3283,28,17,3,43,2073,1
3284,28,17,4,44,1703,1
3285,28,17,5,45,1893,0
3286,28,7,1,46,7001,1
3287,28,7,2,47,4436,1
3288,28,7,3,48,2433,1
3289,28,7,4,49,2113,0
3290,28,7,5,50,5949,0
3291,28,19,1,51,6450,1
3292,28,19,2,52,8132,0
3293,28,19,3,53,1663,0
3294,28,19,4,54,4587,0
3295,28,19,5,55,3916,0
3296,28,4,1,56,5267,0
3297,28,4,2,57,7050,0
3298,28,4,3,58,1793,1
3299,28,4,4,59,2514,0
3300,28,4,5,60,6679,1
3301,28,5,1,61,7201,0
3302,28,5,2,62,7741,1
3303,28,5,3,63,2033,0
3304,28,5,4,64,3004,1
3305,28,5,5,65,8152,1
3306,28,24,1,66,7441,0
3307,28,24,2,67,3305,0
3308,28,24,3,68,1372,0
3309,28,24,4,69,3305,0
3310,28,24,5,70,3725,1
3311,28,6,1,71,4416,0
3312,28,6,2,72,3294,1
3313,28,6,3,73,1802,1
3314,28,6,4,74,3054,1
3315,28,6,5,75,5979,0
3316,28,16,1,76,4346,1
3317,28,16,2,77,2804,0
3318,28,16,3,78,1642,1
3319,28,16,4,79,2343,1
3320,28,16,5,80,3636,1
3321,28,11,1,81,5458,1
3322,28,11,2,82,9253,1
3323,28,11,3,83,3024,0
3324,28,11,4,84,2644,1
3325,28,11,5,85,7811,0
3326,28,8,1,86,4216,1
3327,28,8,2,87,3084,0
3328,28,8,3,88,1412,1
3329,28,8,4,89,1912,1
3330,28,8,5,90,5527,0
3331,28,10,1,91,3776,0
3332,28,10,2,92,3715,0
3333,28,10,3,93,1653,1
3334,28,10,4,94,2564,1
3335,28,10,5,95,8212,0
3336,28,12,1,96,4547,1
3337,28,12,2,97,3235,1
3338,28,12,3,98,1663,1
3339,28,12,4,99,2414,1
3340,28,12,5,100,6819,0
3341,28,1,1,101,5247,1
3342,28,1,2,102,5028,1
3343,28,1,3,103,1522,0
3344,28,1,4,104,1833,1
3345,28,1,5,105,6709,0
3346,28,23,1,106,4476,1
3347,28,23,2,107,4797,0
3348,28,23,3,108,1512,0
3349,28,23,4,109,1882,0
3350,28,23,5,110,3966,0
3351,28,15,1,111,4877,0
3352,28,15,2,112,3846,1
3353,28,15,3,113,1653,0
3354,28,15,4,114,1582,0
3355,28,15,5,115,3425,0
3356,28,13,1,116,5008,1
3357,28,13,2,117,4817,1
3358,28,13,3,118,1713,1
3359,28,13,4,119,2363,1
3360,28,13,5,120,3475,1
3361,29,8,1,1,3195,1
3362,29,8,2,2,3405,0
3363,29,8,3,3,5147,1
3364,29,8,4,4,2293,1
3365,29,8,5,5,10245,0
3366,29,3,1,6,12809,1
3367,29,3,2,7,5318,0
3368,29,3,3,8,1933,1
3369,29,3,4,9,3144,0
3370,29,3,5,10,7350,0
3371,29,18,1,11,6038,1
3372,29,18,2,12,4766,1
3373,29,18,3,13,2493,0
3374,29,18,4,14,4727,1
3375,29,18,5,15,4056,0
3376,29,13,1,16,6329,1
3377,29,13,2,17,7031,1
3378,29,13,3,18,3215,1
3379,29,13,4,19,4116,1
3380,29,13,5,20,6379,1
3381,29,17,1,21,4587,0
3382,29,17,2,22,7801,1
3383,29,17,3,23,2504,1
3384,29,17,4,24,2173,1
3385,29,17,5,25,2313,0
3386,29,16,1,26,4737,1
3387,29,16,2,27,5308,1
3388,29,16,3,28,2373,1
3389,29,16,4,29,2884,1
3390,29,16,5,30,5318,1
3391,29,4,1,31,3255,0
3392,29,4,2,32,7972,0
3393,29,4,3,33,5848,1
3394,29,4,4,34,2384,0
3395,29,4,5,35,7381,1
3396,29,23,1,36,4887,1
3397,29,23,2,37,7471,0
3398,29,23,3,38,2143,0
3399,29,23,4,39,2423,0
3400,29,23,5,40,5779,0
3401,29,1,1,41,9414,1
3402,29,1,2,42,6309,1
3403,29,1,3,43,3896,0
3404,29,1,4,44,3315,1
3405,29,1,5,45,8532,0
3406,29,2,1,46,8102,1
3407,29,2,2,47,8642,0
3408,29,2,3,48,3275,0
3409,29,2,4,49,3465,0
3410,29,2,5,50,8413,1
3411,29,9,1,51,4827,0
3412,29,9,2,52,9454,1
3413,29,9,3,53,2494,0
3414,29,9,4,54,2153,0
3415,29,9,5,55,8673,1
3416,29,11,1,56,8642,1
3417,29,11,2,57,7230,1
3418,29,11,3,58,3065,0
3419,29,11,4,59,3275,1
3420,29,11,5,60,8842,0
3421,29,12,1,61,4696,1
3422,29,12,2,62,4877,1
3423,29,12,3,63,3405,1
3424,29,12,4,64,2854,1
3425,29,12,5,65,7731,0
3426,29,24,1,66,8393,0
3427,29,24,2,67,4977,0
3428,29,24,3,68,1773,0
3429,29,24,4,69,4507,0
3430,29,24,5,70,4236,1
3431,29,19,1,71,8091,1
3432,29,19,2,72,11046,0
3433,29,19,3,73,2704,0
3434,29,19,4,74,5478,0
3435,29,19,5,75,5338,0
3436,29,15,1,76,6519,1
3437,29,15,2,77,4266,1
3438,29,15,3,78,2794,0
3439,29,15,4,79,3675,0
3440,29,15,5,80,4717,0
3441,29,14,1,81,7991,0
3442,29,14,2,82,9864,0
3443,29,14,3,83,3115,0
3444,29,14,4,84,4696,0
3445,29,14,5,85,5518,0
3446,29,10,1,86,8582,0
3447,29,10,2,87,7481,0
3448,29,10,3,88,3345,1
